Sample	Population	SuperPopulation	isFemale	PurpleHair	CaffeineConsumption
HG02031	KHV	EAS	true	false	7
NA19042	LWK	AFR	true	true	9
NA20519	TSI	EUR	false	true	3
HG03914	BEB	SAS	false	true	8
HG02854	GWD	AFR	false	false	8
NA19159	YRI	AFR	true	false	6
NA19435	LWK	AFR	true	true	7
HG03045	GWD	AFR	false	false	8
HG02505	ACB	AFR	true	false	6
NA12046	CEU	EUR	true	false	6
HG00638	PUR	AMR	true	false	6
NA12376	CEU	EUR	true	true	9
NA20907	GIH	SAS	true	true	7
NA12842	CEU	EUR	false	true	9
HG00684	CHS	EAS	true	false	6
NA20528	TSI	EUR	false	true	7
HG02067	KHV	EAS	false	true	4
HG04303	GBR	EUR	true	true	4
HG02181	CDX	EAS	true	true	4
HG01598	KHV	EAS	true	true	8
NA19375	LWK	AFR	false	false	6
HG03750	STU	SAS	false	true	5
NA11992	CEU	EUR	false	true	9
NA18972	JPT	EAS	true	true	3
HG03817	BEB	SAS	true	false	3
HG01975	PEL	AMR	true	false	8
HG00708	CHS	EAS	true	false	6
NA12344	CEU	EUR	false	true	4
HG03986	STU	SAS	true	true	4
NA18984	JPT	EAS	false	true	7
NA12753	CEU	EUR	true	false	7
HG02620	GWD	AFR	false	false	5
HG01079	PUR	AMR	false	false	6
HG03845	STU	SAS	false	true	3
HG03060	MSL	AFR	false	false	5
HG02686	PJL	SAS	false	false	3
HG03635	PJL	SAS	true	false	9
NA18523	YRI	AFR	true	true	6
HG01205	PUR	AMR	true	false	9
NA21099	GIH	SAS	false	true	6
HG01935	PEL	AMR	false	false	5
NA07029	CEU	EUR	false	true	7
NA18986	JPT	EAS	false	true	7
HG00879	CDX	EAS	true	true	6
HG02948	ESN	AFR	false	true	3
NA20800	TSI	EUR	true	true	3
HG00427	CHS	EAS	false	false	4
HG02375	CDX	EAS	false	false	5
HG01085	PUR	AMR	false	false	5
NA20766	TSI	EUR	true	true	4
NA18539	CHB	EAS	true	true	4
NA20765	TSI	EUR	false	false	7
HG03656	PJL	SAS	true	false	7
HG01895	ACB	AFR	false	true	5
HG02104	PEL	AMR	false	true	5
HG03369	ESN	AFR	true	true	6
HG01051	PUR	AMR	false	true	9
HG00706	CHS	EAS	false	false	8
HG02095	ACB	AFR	true	false	6
NA20581	TSI	EUR	false	true	8
HG03342	ESN	AFR	true	true	9
NA19190	YRI	AFR	true	true	7
NA20856	GIH	SAS	true	true	3
HG01097	PUR	AMR	false	false	9
HG03587	BEB	SAS	true	false	5
NA19172	YRI	AFR	true	false	6
HG01927	PEL	AMR	true	true	6
HG02165	CDX	EAS	true	false	8
HG03718	ITU	SAS	false	false	6
NA19072	JPT	EAS	false	false	4
HG03080	MSL	AFR	true	false	6
HG03137	ESN	AFR	false	false	3
NA19036	LWK	AFR	true	false	9
HG02316	ACB	AFR	false	true	3
NA20362	ASW	AFR	false	false	5
HG00249	GBR	EUR	true	true	7
HG02521	KHV	EAS	false	false	8
HG01432	CLM	AMR	true	false	7
HG03212	MSL	AFR	true	true	7
HG02792	PJL	SAS	false	false	5
NA19677	MXL	AMR	true	true	8
HG01711	IBS	EUR	true	true	7
NA20795	TSI	EUR	true	true	3
HG03549	MSL	AFR	true	false	9
HG03161	ESN	AFR	false	false	9
NA19914	ASW	AFR	true	true	5
HG03291	ESN	AFR	true	false	7
HG01255	CLM	AMR	false	false	4
HG01453	CLM	AMR	true	false	5
HG02455	ACB	AFR	false	true	5
NA20760	TSI	EUR	true	false	4
HG03308	ESN	AFR	false	true	3
HG00262	GBR	EUR	true	false	9
HG03056	MSL	AFR	false	false	5
NA18959	JPT	EAS	false	false	7
HG02577	ACB	AFR	true	true	9
HG00690	CHS	EAS	true	true	3
HG02511	ACB	AFR	true	false	6
HG02261	PEL	AMR	false	true	5
HG02976	ESN	AFR	true	true	4
HG01070	PUR	AMR	true	false	7
HG00159	GBR	EUR	false	false	7
HG02143	ACB	AFR	false	true	6
NA19184	YRI	AFR	false	true	3
NA19075	JPT	EAS	false	false	4
NA19041	LWK	AFR	false	false	6
HG00983	CDX	EAS	false	false	6
NA20892	GIH	SAS	true	true	3
HG02809	GWD	AFR	true	false	9
HG03705	PJL	SAS	false	false	4
NA12760	CEU	EUR	false	false	7
HG01524	IBS	EUR	false	true	6
HG01344	CLM	AMR	false	true	7
HG01053	PUR	AMR	true	false	5
NA18632	CHB	EAS	false	false	6
HG03133	ESN	AFR	false	false	9
HG02147	PEL	AMR	true	false	5
HG04206	ITU	SAS	false	true	4
NA21088	GIH	SAS	true	false	9
HG02052	ACB	AFR	true	true	6
HG01353	CLM	AMR	false	true	7
HG01107	PUR	AMR	false	true	8
HG04134	BEB	SAS	false	false	3
NA18541	CHB	EAS	true	false	9
HG02107	ACB	AFR	false	false	6
NA11933	CEU	EUR	true	true	3
NA19915	ASW	AFR	false	true	3
NA20864	GIH	SAS	false	true	8
HG02700	PJL	SAS	true	true	5
HG00319	FIN	EUR	true	false	6
HG01573	PEL	AMR	true	true	6
NA19740	MXL	AMR	true	false	9
HG00281	FIN	EUR	true	false	9
HG00324	FIN	EUR	true	true	5
HG02887	GWD	AFR	false	true	9
HG03471	MSL	AFR	false	false	6
NA18872	YRI	AFR	false	true	8
HG00475	CHS	EAS	false	false	6
NA12348	CEU	EUR	true	true	6
HG01755	IBS	EUR	true	true	4
HG00134	GBR	EUR	true	false	6
HG01367	CLM	AMR	true	true	6
NA12273	CEU	EUR	true	true	3
NA18957	JPT	EAS	true	true	4
HG03301	ESN	AFR	false	false	6
HG00663	CHS	EAS	true	false	9
HG02325	ACB	AFR	true	true	8
HG01892	PEL	AMR	false	false	8
HG01863	KHV	EAS	true	false	9
HG02389	CDX	EAS	false	false	5
HG01565	PEL	AMR	false	true	7
HG02189	CDX	EAS	true	true	8
NA19005	JPT	EAS	false	true	9
HG03866	ITU	SAS	false	false	6
NA20866	GIH	SAS	false	true	3
NA20829	TSI	EUR	false	true	7
HG02689	PJL	SAS	false	false	4
HG03016	PJL	SAS	true	true	6
NA21135	GIH	SAS	false	true	8
HG02779	PJL	SAS	false	true	9
NA19721	MXL	AMR	true	false	7
HG02301	PEL	AMR	true	false	5
HG02735	PJL	SAS	false	true	7
HG01928	PEL	AMR	false	true	9
HG03046	GWD	AFR	true	true	4
HG04019	ITU	SAS	false	true	3
NA20796	TSI	EUR	false	false	5
HG01354	CLM	AMR	true	false	6
HG02649	PJL	SAS	true	false	9
HG03633	PJL	SAS	false	false	8
NA18558	CHB	EAS	false	true	5
HG03806	BEB	SAS	false	true	7
HG03797	BEB	SAS	false	true	7
HG01526	IBS	EUR	false	true	6
NA19439	LWK	AFR	true	false	6
HG03757	STU	SAS	true	true	5
HG01965	PEL	AMR	true	true	7
NA19759	MXL	AMR	false	true	7
NA20510	TSI	EUR	false	true	4
HG02493	PJL	SAS	false	true	8
HG02179	CDX	EAS	true	true	4
NA20285	ASW	AFR	false	true	9
HG03041	GWD	AFR	true	true	7
HG03035	GWD	AFR	false	true	5
HG01844	KHV	EAS	false	false	9
NA07000	CEU	EUR	true	false	6
NA12145	CEU	EUR	true	true	3
HG04160	BEB	SAS	false	true	6
HG03452	MSL	AFR	true	false	9
HG01605	IBS	EUR	true	true	8
HG00252	GBR	EUR	false	true	7
HG01611	IBS	EUR	false	true	9
NA20351	ASW	AFR	false	true	7
HG03888	STU	SAS	true	true	4
HG02142	KHV	EAS	true	true	8
NA19758	MXL	AMR	true	true	5
HG02135	KHV	EAS	false	false	4
NA12762	CEU	EUR	false	false	6
HG02575	GWD	AFR	false	true	8
NA18591	CHB	EAS	true	false	5
NA19103	YRI	AFR	false	true	7
NA18916	YRI	AFR	true	false	5
NA18962	JPT	EAS	false	true	5
HG02621	GWD	AFR	true	true	4
HG04175	BEB	SAS	true	true	3
HG04222	ITU	SAS	false	true	7
HG00608	CHS	EAS	true	true	7
HG03696	STU	SAS	false	false	8
HG02136	KHV	EAS	true	false	7
HG03882	ITU	SAS	true	true	8
HG03703	PJL	SAS	true	false	3
HG04050	ITU	SAS	true	true	3
NA20525	TSI	EUR	false	false	8
HG01619	IBS	EUR	false	true	9
NA20529	TSI	EUR	true	false	3
HG01787	IBS	EUR	true	false	7
HG01846	KHV	EAS	false	true	7
NA19161	YRI	AFR	false	true	5
HG02300	PEL	AMR	false	true	5
NA19203	YRI	AFR	false	false	7
HG00422	CHS	EAS	true	false	8
HG03689	STU	SAS	true	true	5
NA11931	CEU	EUR	true	true	4
NA19380	LWK	AFR	false	true	3
HG00418	CHS	EAS	false	false	7
HG01626	IBS	EUR	true	false	10
HG03590	BEB	SAS	false	true	9
NA18911	YRI	AFR	false	false	7
NA18967	JPT	EAS	false	true	4
NA19030	LWK	AFR	true	true	4
NA18989	JPT	EAS	false	true	3
NA12777	CEU	EUR	false	true	5
HG01192	PUR	AMR	false	true	3
HG03022	PJL	SAS	true	true	4
NA19453	LWK	AFR	false	false	8
HG03354	ESN	AFR	true	false	9
HG02139	KHV	EAS	true	false	7
HG02838	GWD	AFR	false	true	9
HG00597	CHS	EAS	true	false	9
HG00707	CHS	EAS	false	true	8
HG00236	GBR	EUR	true	false	8
HG02345	PEL	AMR	true	false	7
HG03915	BEB	SAS	true	true	3
HG01063	PUR	AMR	false	true	6
HG02234	IBS	EUR	false	true	7
NA19313	LWK	AFR	true	true	7
HG04180	BEB	SAS	true	false	7
HG02259	PEL	AMR	false	true	7
HG00116	GBR	EUR	false	false	5
HG01812	CDX	EAS	true	false	8
HG00155	GBR	EUR	false	true	7
HG03955	STU	SAS	true	true	8
HG02141	KHV	EAS	false	false	8
HG01849	KHV	EAS	false	true	8
HG03023	PJL	SAS	false	true	8
NA19707	ASW	AFR	true	true	3
HG01805	CDX	EAS	true	false	6
HG02703	GWD	AFR	true	false	3
HG03927	BEB	SAS	true	false	9
HG02585	GWD	AFR	false	false	9
HG01431	CLM	AMR	false	true	7
HG02761	GWD	AFR	true	true	6
NA18622	CHB	EAS	false	true	9
HG01384	CLM	AMR	true	false	5
HG01706	IBS	EUR	true	true	3
HG02396	CDX	EAS	false	true	6
HG02571	GWD	AFR	true	false	8
HG02636	GWD	AFR	false	true	3
HG02260	PEL	AMR	true	true	8
NA19403	LWK	AFR	true	true	9
NA20783	TSI	EUR	false	true	8
NA11930	CEU	EUR	false	false	4
HG03516	ESN	AFR	true	true	6
HG01942	PEL	AMR	true	true	9
HG03864	ITU	SAS	false	false	5
NA10836	CEU	EUR	true	true	3
NA20877	GIH	SAS	true	false	4
HG01950	PEL	AMR	false	false	6
HG03755	STU	SAS	false	true	7
HG00627	CHS	EAS	false	true	5
NA18535	CHB	EAS	true	true	5
NA18933	YRI	AFR	true	true	5
HG03373	ESN	AFR	false	false	4
NA19314	LWK	AFR	true	false	4
HG00105	GBR	EUR	false	false	9
HG01809	CDX	EAS	true	false	5
HG03974	ITU	SAS	false	true	9
NA19312	LWK	AFR	false	true	3
NA12546	CEU	EUR	false	true	4
NA20538	TSI	EUR	false	true	8
HG02126	KHV	EAS	true	false	6
HG03170	ESN	AFR	false	true	3
HG03559	MSL	AFR	false	true	3
NA12813	CEU	EUR	true	true	5
HG01700	IBS	EUR	false	false	5
HG03352	ESN	AFR	false	false	9
NA19385	LWK	AFR	false	true	3
NA20851	GIH	SAS	true	true	9
HG01029	CDX	EAS	true	true	6
NA19772	MXL	AMR	false	true	3
HG03464	MSL	AFR	true	false	9
NA18912	YRI	AFR	true	false	6
HG03310	ESN	AFR	true	true	8
HG01441	CLM	AMR	true	false	5
HG02658	PJL	SAS	true	false	6
NA10864	CEU	EUR	true	true	8
HG01206	PUR	AMR	false	false	6
NA20867	GIH	SAS	false	false	4
HG02281	ACB	AFR	false	true	6
NA18509	YRI	AFR	false	false	7
HG02276	PEL	AMR	true	true	9
HG02470	ACB	AFR	false	true	4
HG01170	PUR	AMR	false	false	8
HG01487	CLM	AMR	true	false	3
HG02810	GWD	AFR	false	false	5
NA20797	TSI	EUR	true	false	4
HG01869	KHV	EAS	true	true	6
HG01815	CDX	EAS	true	false	6
HG00109	GBR	EUR	false	true	7
NA18867	YRI	AFR	true	false	4
NA19722	MXL	AMR	true	true	7
HG02478	ACB	AFR	false	true	5
HG03054	MSL	AFR	false	false	4
NA19664	MXL	AMR	false	true	4
HG01799	CDX	EAS	true	false	8
HG03388	MSL	AFR	false	false	8
NA18521	YRI	AFR	false	true	5
NA20585	TSI	EUR	true	true	5
HG02339	ACB	AFR	true	true	9
HG01269	CLM	AMR	true	true	6
HG04301	GBR	EUR	true	false	9
HG03297	ESN	AFR	true	false	3
HG03370	ESN	AFR	false	false	5
NA11892	CEU	EUR	true	false	7
HG02762	GWD	AFR	false	false	6
HG03453	MSL	AFR	true	true	9
HG01769	IBS	EUR	true	true	4
NA18488	YRI	AFR	true	false	9
HG00683	CHS	EAS	false	false	9
HG02405	CDX	EAS	false	false	7
HG02186	CDX	EAS	true	false	6
NA20287	ASW	AFR	true	false	4
NA10842	CEU	EUR	false	false	5
HG00585	CHS	EAS	true	false	7
NA18987	JPT	EAS	true	false	5
NA19140	YRI	AFR	true	true	4
NA19720	MXL	AMR	false	true	5
NA20768	TSI	EUR	true	false	3
NA12485	CEU	EUR	false	true	4
HG01798	CDX	EAS	true	false	7
NA19189	YRI	AFR	false	true	3
HG01603	IBS	EUR	false	true	5
NA12239	CEU	EUR	true	false	4
NA19114	YRI	AFR	true	false	5
HG02524	KHV	EAS	false	true	4
HG01616	IBS	EUR	true	true	9
HG02008	PEL	AMR	false	true	8
NA18565	CHB	EAS	true	true	5
HG03939	BEB	SAS	true	false	3
NA20874	GIH	SAS	true	false	8
NA21090	GIH	SAS	false	true	5
HG02716	GWD	AFR	true	true	9
HG02661	PJL	SAS	true	true	5
NA19308	LWK	AFR	false	true	6
HG02546	ACB	AFR	true	true	9
NA18616	CHB	EAS	true	true	6
NA18993	JPT	EAS	true	false	8
NA18991	JPT	EAS	true	false	6
NA20292	ASW	AFR	true	false	4
NA19145	YRI	AFR	false	false	6
HG03488	PJL	SAS	true	false	6
NA18538	CHB	EAS	true	false	8
HG03499	ESN	AFR	true	true	4
HG03874	ITU	SAS	true	false	4
HG02182	CDX	EAS	true	true	5
HG03668	PJL	SAS	true	false	6
NA19432	LWK	AFR	true	false	4
HG02010	ACB	AFR	true	true	10
HG00176	FIN	EUR	true	true	5
HG03794	BEB	SAS	false	false	9
NA19119	YRI	AFR	false	false	3
HG03910	BEB	SAS	true	true	6
NA18635	CHB	EAS	false	true	4
HG03436	MSL	AFR	false	false	9
HG02964	ESN	AFR	true	true	8
NA18963	JPT	EAS	true	false	8
HG03782	ITU	SAS	true	false	5
NA20815	TSI	EUR	false	false	8
NA20533	TSI	EUR	true	true	5
HG00120	GBR	EUR	true	true	8
HG02734	PJL	SAS	true	true	7
HG01779	IBS	EUR	true	false	7
HG01142	CLM	AMR	false	false	9
HG02656	PJL	SAS	false	false	4
HG01530	IBS	EUR	false	true	6
HG03470	MSL	AFR	true	false	3
HG02018	KHV	EAS	true	true	7
NA18913	YRI	AFR	false	false	6
HG01499	CLM	AMR	false	true	7
NA19201	YRI	AFR	true	true	4
HG00694	CHS	EAS	false	false	8
NA20809	TSI	EUR	false	true	8
HG01508	IBS	EUR	false	true	7
HG01277	CLM	AMR	false	false	7
NA18537	CHB	EAS	true	false	5
HG00632	CHS	EAS	true	true	4
HG03341	ESN	AFR	true	false	5
HG00313	FIN	EUR	true	true	6
NA21093	GIH	SAS	false	true	8
HG02815	GWD	AFR	false	true	8
NA19835	ASW	AFR	true	true	5
HG03904	BEB	SAS	true	true	8
HG02265	PEL	AMR	false	true	7
HG03209	MSL	AFR	false	false	5
HG03380	MSL	AFR	true	false	7
HG01347	CLM	AMR	false	true	7
NA18603	CHB	EAS	false	true	8
HG03640	PJL	SAS	true	false	8
HG01352	CLM	AMR	true	true	6
NA19346	LWK	AFR	false	true	8
NA20314	ASW	AFR	true	false	3
HG02595	GWD	AFR	true	true	5
HG03723	ITU	SAS	true	true	7
HG04040	STU	SAS	false	true	8
HG03571	MSL	AFR	false	false	5
HG00626	CHS	EAS	true	false	9
NA20847	GIH	SAS	true	true	9
HG02545	ACB	AFR	false	false	9
HG02490	PJL	SAS	false	true	5
NA12386	CEU	EUR	true	false	7
NA19223	YRI	AFR	false	false	7
HG03224	MSL	AFR	false	true	8
NA18525	CHB	EAS	true	false	9
HG02485	ACB	AFR	true	true	9
NA19438	LWK	AFR	true	false	4
NA18502	YRI	AFR	true	true	9
NA19096	YRI	AFR	false	false	8
HG00151	GBR	EUR	false	false	8
NA12740	CEU	EUR	true	false	8
HG00728	CHS	EAS	false	false	9
HG02053	ACB	AFR	false	true	8
NA21121	GIH	SAS	true	true	6
NA19654	MXL	AMR	true	true	8
HG03547	MSL	AFR	false	false	5
HG01254	CLM	AMR	true	true	7
HG00420	CHS	EAS	false	true	3
NA12234	CEU	EUR	true	true	3
NA18860	YRI	AFR	false	false	9
NA18947	JPT	EAS	true	false	3
NA19153	YRI	AFR	false	false	9
NA20527	TSI	EUR	false	false	9
HG02173	CDX	EAS	true	false	9
NA18555	CHB	EAS	true	true	7
HG00709	CHS	EAS	false	false	8
HG02072	KHV	EAS	true	false	8
NA12248	CEU	EUR	false	false	6
NA19724	MXL	AMR	false	true	8
NA20889	GIH	SAS	false	true	7
HG04162	BEB	SAS	true	false	7
HG00346	FIN	EUR	true	false	8
HG00257	GBR	EUR	true	true	5
HG02653	PJL	SAS	true	false	9
HG01529	IBS	EUR	false	true	3
HG03736	STU	SAS	true	true	8
HG02130	KHV	EAS	true	true	5
NA20898	GIH	SAS	false	true	6
NA19150	YRI	AFR	false	false	7
HG01253	CLM	AMR	false	true	5
NA20316	ASW	AFR	false	false	4
HG01485	CLM	AMR	false	false	5
NA19474	LWK	AFR	true	true	6
NA21143	GIH	SAS	true	true	3
HG01114	CLM	AMR	true	false	5
NA12748	CEU	EUR	false	false	3
HG01813	CDX	EAS	true	false	8
HG01701	IBS	EUR	false	true	4
HG02380	CDX	EAS	false	true	5
HG02398	CDX	EAS	false	true	4
HG00247	GBR	EUR	true	true	3
HG02360	CDX	EAS	false	true	9
NA10856	CEU	EUR	false	true	4
HG02102	PEL	AMR	true	false	9
HG01514	IBS	EUR	true	true	6
HG03840	STU	SAS	false	true	8
HG04210	STU	SAS	false	false	6
HG03391	MSL	AFR	false	false	8
NA10865	CEU	EUR	false	false	4
HG01889	ACB	AFR	true	true	5
HG01507	IBS	EUR	true	true	8
HG02258	ACB	AFR	false	true	5
NA19090	JPT	EAS	true	false	8
NA19121	YRI	AFR	false	false	3
HG03456	MSL	AFR	false	false	5
HG03879	ITU	SAS	false	true	7
NA20348	ASW	AFR	false	true	4
NA20876	GIH	SAS	true	false	3
HG01934	PEL	AMR	false	true	6
HG01983	PEL	AMR	true	true	6
NA20541	TSI	EUR	true	false	8
NA19797	MXL	AMR	true	false	3
NA06994	CEU	EUR	false	false	7
NA20514	TSI	EUR	true	false	7
HG02594	GWD	AFR	false	true	4
HG04107	STU	SAS	false	true	7
NA19382	LWK	AFR	false	false	7
NA19116	YRI	AFR	true	false	4
NA20891	GIH	SAS	false	true	6
HG03307	ESN	AFR	false	true	4
HG03451	MSL	AFR	false	false	6
HG01404	PUR	AMR	true	false	7
HG03517	ESN	AFR	true	true	3
HG03606	BEB	SAS	false	false	9
NA11919	CEU	EUR	false	true	3
HG00650	CHS	EAS	false	true	6
HG02491	PJL	SAS	true	true	8
HG02274	PEL	AMR	false	true	8
NA18528	CHB	EAS	true	false	3
HG03795	BEB	SAS	false	true	5
NA20412	ASW	AFR	true	true	6
HG00376	FIN	EUR	true	false	5
HG00126	GBR	EUR	false	false	9
HG04150	BEB	SAS	true	false	7
HG03021	PJL	SAS	false	false	6
NA21141	GIH	SAS	true	true	5
HG02091	PEL	AMR	true	true	8
NA12282	CEU	EUR	false	false	7
HG01527	IBS	EUR	false	true	8
HG02390	CDX	EAS	false	true	6
NA19316	LWK	AFR	true	true	7
HG02085	KHV	EAS	false	false	5
NA19900	ASW	AFR	false	false	5
HG00336	FIN	EUR	false	true	9
HG03076	MSL	AFR	true	true	9
HG00368	FIN	EUR	true	false	8
HG03775	ITU	SAS	false	false	5
HG01279	CLM	AMR	true	false	8
HG02358	CDX	EAS	false	false	6
NA20539	TSI	EUR	false	false	7
HG02788	PJL	SAS	true	true	9
NA19786	MXL	AMR	false	true	9
NA19055	JPT	EAS	false	true	9
HG00629	CHS	EAS	true	false	7
HG02984	GWD	AFR	false	false	7
NA19390	LWK	AFR	true	false	9
NA19794	MXL	AMR	true	true	6
HG00479	CHS	EAS	true	true	7
HG01073	PUR	AMR	true	true	5
NA12802	CEU	EUR	true	false	3
HG02221	IBS	EUR	false	true	9
HG03900	STU	SAS	false	false	4
NA18516	YRI	AFR	false	true	5
HG00672	CHS	EAS	true	true	7
HG04202	ITU	SAS	true	false	5
HG04067	STU	SAS	true	true	6
HG02465	GWD	AFR	true	true	8
NA20893	GIH	SAS	true	false	5
NA19712	ASW	AFR	true	false	3
HG02309	ACB	AFR	true	true	6
